,Longtitude,Latitude,Groundwater
154,77.39166667019033,29.86666667011878,9.73
155,72.56666666961583,23.33194443971617,95.99
156,78.48000000013664,21.349166670001562,8.8
157,82.13083333020207,24.547222219736785,19.98
158,78.32888889045866,19.360833329976856,8.93
159,72.53472221989358,23.82361111014458,57.21
160,74.50833332968153,15.686111109551476,12.12
161,77.43611110994938,9.99166666675584,1
162,92.72722222004717,11.698055559884198,0.8
163,81.29583333010868,20.944444439898422,6.01
164,73.89999999984445,29.248333329964346,7.45
165,72.9044444403627,20.38027778017908,9.6
166,76.48333332979526,19.5500000003728,14.9
167,78.68249999968425,14.848055559740287,25.44
168,78.39999999965588,14.991666670164076,9
169,75.50555556014638,31.534722219610398,8.72
170,84.02500000038052,22.77083333026264,8.46
171,74.4822222199433,32.79527777974787,3.66
172,74.688333330241,32.9024999999957,9.35
173,79.42499999978504,25.8727777804579,7.5
174,76.72250000027843,19.48555556046401,19.8
175,92.94250000028082,13.313888890170544,2.27
176,81.27500000046194,21.191666669923173,3.7
177,74.93916666991768,14.389444439920242,7.32
178,77.33944443962412,19.190555560188354,11.7
179,76.8277777802274,29.159722220309625,3.6
180,76.92194444000958,20.590000000410008,13
181,83.93555555995134,24.493055559800236,8.2
182,72.50833333006828,27.933333329854396,32.81
183,83.90416666996924,23.279444440390698,6.87
184,76.29722221977241,20.48750000042168,10.4
185,76.28888889009609,30.904166669942448,12.92
186,78.78333333018954,9.233333333407225,6.73
187,72.6666666697514,26.06666667026609,5.9
188,73.46527777980388,21.281111109559795,8.07
189,78.80083333041567,17.27638888983054,3.43
190,77.14694443952303,28.728888890129817,11.38
191,77.26777778008243,8.333333332569522,4.7
192,79.2494444403933,19.743333330233067,4.2
193,75.79166666963678,30.90000000023135,38.79
194,82.40499999953566,21.947777779945692,10
195,83.65416666996431,22.876388889823218,6.78
196,78.32999999988401,13.209999999726133,3.11
197,86.13083333031997,25.108611110203327,8.42
198,72.46666667017637,23.71666666968924,7.39
199,80.98999999993482,16.446666670394176,3.45
200,82.33388889001263,17.242222220159345,4.52
201,77.86555555967135,17.902499999789043,11.8
202,83.16666667031394,17.99999999972824,4.07
203,76.47500000050451,25.678055559857636,13.6
204,79.81666667031769,10.958333329867418,2.8
205,83.95555555952448,22.77777777978918,7.45
206,79.7999999997618,20.950000000354837,9.2
207,73.54999999954565,24.96666666969054,7.95
208,78.66666667015706,9.983333332609277,2.98
209,86.20888888954094,23.701111109575802,5.25
210,80.88749999996838,21.39833333039423,10.1
211,77.37222221985957,18.28055555988291,5.17
212,76.94444444026381,19.539444439764488,9.4
213,84.11666667039506,23.858333329778432,7.02
214,75.04861111029882,14.875000000106828,6.95
215,75.51250000041743,32.05277778042617,3.72
216,75.84555555959427,12.536111110325821,5.6
217,73.2280555595909,19.7088888895934,8.7
218,79.33472221989769,21.555555560395625,13
219,85.32499999987577,25.245833329616488,4
220,73.85000000027772,24.083333330164955,5.7
221,77.83333333021065,12.916666670145073,2.13
222,74.67638888982971,29.92638888997283,8.29
223,85.53416666967571,25.32444444026304,11.44
224,85.87083332978527,24.125000000013777,10.82
225,74.89861110991549,16.923055560105386,4.2
226,84.24166666963313,23.674999999562818,7.74
227,75.1708333300465,13.583333330025093,8.42
228,80.36916667039083,23.282222219804748,5.9
229,72.26249999988023,25.012499999732473,3.05
230,82.1625000001121,21.529166669569847,9.8
231,83.94166667013671,24.245833330132978,8.78
232,80.49916666962473,15.932500000021168,3.33
233,76.46249999979939,30.927777779849563,4.33
234,86.90416666992752,25.054166669911616,5.16
235,75.09722222024871,29.013888890059544,13.4
236,74.06666667012253,15.61000000015919,2.56
237,74.51388889033464,32.83194443978187,1.98
238,82.13888889045627,17.075000000385444,155.42
239,79.77500000045468,12.400000000445282,3
240,73.15888888959736,19.316388890210632,5
241,73.69999999963794,23.833333330312662,11.27
242,75.5852777803036,21.278055559649697,19.9
243,73.1166666704073,24.008333330072595,13.9
244,77.12499999992808,30.47083332954884,14.69
245,79.41888889044492,13.785833329881918,9.25
246,76.96666667011542,17.22500000008047,15.55
247,77.7666666697673,20.31666666959331,8.75
248,81.88611111026998,21.750000000063146,16
249,73.99749999982926,16.68833332956708,1.5
250,83.3419444395982,17.740555560144102,3.13
251,73.9041666701672,22.583333330153785,5.78
252,79.66194443969187,16.87194444003701,5.61
253,84.78361110984494,25.645555559553884,7.9
254,72.3986111102181,23.597500000183206,29.36
255,75.39555556040592,19.490277779761527,10.4
256,79.0624999998376,18.791666669819925,5.2
257,78.01111110989565,21.38611110985895,10.51
258,75.94638888956852,12.781666669706985,8.02
259,74.73750000038248,32.82499999996799,5.28
260,80.26694444045322,24.841666670043086,6.42
261,81.036111110256,27.54694444035118,4.5
262,77.61666666954562,26.666666669589254,13.97
263,75.46666666990556,32.34999999982709,1.7
264,80.74666667037992,23.46555555990722,10.1
265,80.74027777983598,26.738888890292298,11.62
266,79.62666667003727,16.847500000230866,10.85
267,76.49583333011574,15.508333329850762,3.8
268,80.40250000039023,24.413333329951506,3.42
269,77.07361111007586,28.85138888962445,19.54
270,73.54999999995869,17.700000000088973,7.41
271,85.80416667035433,22.545833329883344,13.9
272,73.34305556030449,24.170833330187072,11.16
273,83.06666667032144,22.866666670197233,6.15
274,75.12555555950686,32.87972221976378,6
275,79.52777777960888,17.86111110974664,7.3
276,74.83694444018181,32.58499999965464,2.7
277,70.24861111011256,21.133333329616246,18.82
278,73.33333332982309,24.006944439801547,8.36
279,78.1972222200699,9.511111111057158,7.95
280,75.11666667033562,14.474999999610436,12.4
281,76.98333333003663,27.916666670132436,6.71
282,75.61916667039193,19.57166667024968,16
283,85.56749999983482,26.78222221998428,5.02
284,74.19166667012396,33.1722222197358,2.73
285,80.26416667009242,22.408611110315018,3.59
286,77.20361110992673,28.82250000031242,7.86
287,75.43111111043402,19.056944440101738,14.5
288,75.7583333304626,19.021111109848093,15.2
289,79.58583332957541,16.557222220108233,27.52
290,78.686111110233,17.444444440028427,10.07
291,79.36416667009472,17.521111109886892,15.31
292,86.71666667018428,22.283333330398587,14.2
293,75.54916666970445,13.135277779607591,5.8
294,78.03611111039409,29.75888888992905,3.78
295,74.20416667046095,20.600000000399724,17.62
296,76.33888889037554,29.13888889029652,4.92
297,79.23361111048695,20.48361111001324,8.05
298,81.29166666974726,16.586111109915883,1.1
299,82.91666666969546,27.166666670155056,4.6
300,83.24305556042833,18.577777780140067,6.85
301,76.68055556023894,31.16111110970332,21.4
302,85.50249999992364,25.22888888973767,9.6
303,77.08749999996168,29.474999999584057,11.6
304,77.27499999971928,28.87361110964279,24.35
305,82.37916667023912,23.10833333038719,13.2
306,74.1083333299171,26.13333332991848,9.25
307,81.91638889025818,16.720833329561092,5.6
308,84.51666667020619,18.83333332955298,4.12
309,77.96666667049362,27.17083332955239,18.44
310,75.85555556017711,14.730555559948753,8.45
311,76.63611110971378,31.154166670191458,22.95
312,73.84861111028535,15.824999999767526,6.5
313,75.68055555991091,15.737777780083784,6.48
314,77.43333333001453,19.23333332986205,12.8
315,81.19027777985198,27.102777780039908,3.98
316,71.49166666980344,26.630555560173814,23.27
317,75.95555556008297,28.552777780093408,59.69
318,73.82638889043271,15.90944444023403,5.3
319,76.28333332985642,13.483333330061331,7.49
320,86.50000000006357,26.36666667043971,4.68
321,75.30000000015588,13.36666666964921,3.97
322,85.17055556027812,23.183888889670886,7.5
323,72.30000000029047,24.883333329713576,21.75
324,82.71111111029933,21.745833330254857,6.8
325,79.31666666968916,11.608333329673588,2.5
326,75.03333332965705,14.16666666992052,7.89
327,80.01250000035672,12.912500000122778,6.54
328,75.44000000033739,30.92333332983188,7.35
329,77.75694444019202,17.2747222200468,2.2
330,79.81666666957021,17.666666669620664,7.94
331,77.01666667015489,16.72499999986979,9.55
332,77.11277778028672,30.130833330174095,27.56
333,83.86666667043434,26.866666670081006,5.63
334,76.10555556025336,17.12083332987023,6.35
335,83.41666667021892,25.683333330060318,6.93
336,71.5750000003342,26.16083333032948,54.6
337,81.51055555989387,21.12111111023653,5.35
338,73.0833333301157,19.66666667013714,7.2
339,75.0666666701303,16.725000000353898,7.45
340,79.54138889046173,17.20333332968814,11.68
341,79.71666666965177,21.36666666996091,7.2
342,70.98333333012799,21.662500000069425,20.26
343,79.85166666994027,19.603333330385627,8.5
344,77.59166666974697,12.858333329764,0.01
345,72.2441666696854,21.679444440252926,3.34
346,82.01277777963621,16.661388889954623,3.07
347,84.11861110983872,22.744444440043775,7.8
348,81.17361111004845,26.348611109765557,8.2
349,85.29999999992336,26.50833332966042,7
350,75.03472222005011,20.034722220049996,9.6
351,77.00944443979432,28.546388890244025,15.5
352,77.1861111099752,28.705277779954802,12.78
353,84.78361111042051,24.801666669828013,6.15
354,78.52972221968804,21.59305555999713,34.3
355,85.64583333018233,25.029166670011772,2.9
356,78.05750000026894,14.269999999826995,2.52
357,73.54999999980905,27.433333329759957,34.1
358,78.69305556008518,16.85555555994474,16.32
359,80.43333333008563,25.950000000353846,29.8
360,78.04888889008987,12.534722219765861,5.01
361,78.02833332982856,23.61527778031048,10.7
362,75.26027777977542,32.42361110993084,5.12
363,83.4833333304511,18.072222220416535,3.03
364,76.84944444009037,18.87833332986801,15.3
365,77.71666666981986,27.63333333027728,15.85
366,74.85972221977855,12.784722219724426,7.92
367,77.033333330048,30.283333329965643,43.8
368,78.63416667007263,19.829444440087084,10.3
369,82.85944443962349,22.135555559951992,7.2
370,78.72499999986518,12.94166667042684,4.39
371,75.88638888993728,32.25388888963658,4.1
372,71.2958333301285,21.847222219774917,13.12
373,79.84166667039656,12.737500000273874,1.5
374,75.01861110950935,32.8525000003322,4.85
375,73.50805556011932,17.55333332976407,5.4
376,77.80333332996297,24.78111111036455,9.57
377,77.87500000017047,15.050000000264045,13
378,81.46194444015765,23.26083332993886,7.38
379,79.22499999951597,25.023611110270423,8.89
380,78.78333333010585,28.824999999819486,11.1
381,75.50833332970352,32.36666666994233,2.71
382,84.96111110950214,25.50499999975307,6.95
383,76.74138889019805,24.00861111012543,12.37
384,79.31250000046417,25.824999999996738,8.9
385,77.63916666959969,23.006666670124357,8.4
386,78.99722221994517,10.766666669619841,5.5
387,74.83111111026886,20.71805555986716,7.3
388,73.5555555603768,22.48750000044516,10.84
389,84.04499999998481,26.212777780007716,4.31
390,83.00250000023186,21.594166670198685,7.19
391,77.7750000000403,8.944444443970765,3.73
392,75.21666667034975,17.049999999902273,8.7
393,77.09472222048139,28.67805555976187,4.78
394,79.60000000032605,27.383333330246018,20.74
395,83.53333333038178,18.450000000383778,7.55
396,80.16805556047875,20.65222222012348,8.8
397,74.82888888966234,30.09138888975512,6.57
398,72.96249999982261,22.312500000088153,26.56
399,79.03333332960933,18.91805555961104,10.85
400,74.59277777946872,32.7922222200796,2.47
401,85.46666666994629,23.808333329716792,8.71
402,76.94305555996874,13.168055559672863,10
403,76.3708333302949,28.383333330413297,18.39
404,75.94999999966244,14.763888890032288,7.1
405,86.14222222048302,25.454722220399482,6.48
406,73.09500000015319,19.79666666996685,4.65
407,81.79166666994479,17.391111110094297,4.27
408,75.59000000029766,13.129444439687239,12
409,75.18138889043979,18.674722220342222,6.3
410,78.30749999976717,16.10750000028318,3.9
411,77.09333333020632,18.085277779918535,3.58
412,81.79499999986061,22.42666666957033,9.7
413,76.68222222022534,22.534166670413217,11.85
414,82.9550000003951,27.38194443954122,4.41
415,79.11250000030812,12.97222221956616,5.42
416,78.60166666963347,17.4536111095488,13
417,71.22361110963406,25.677777779650278,12.95
418,73.63333332951865,22.770833330224715,5.84
419,74.11305555962362,33.270277779566854,1.22
420,80.38333332970988,21.375000000400792,2.95
421,85.43305556011524,25.177222219637923,5.4
422,85.65388888948397,25.814444439751533,8.8
423,78.4941666700057,20.834166670014543,4.1
424,79.21666666963246,28.366666669694094,7.85
425,79.47083333017378,21.400000000194613,6.98
426,75.88166666959063,27.748333329871958,8.6
427,76.15000000007856,24.583333330254668,14.67
428,81.85916667029484,17.286388889692027,4.45
429,78.60000000018513,11.144444439705202,8.15
430,79.97694443968876,17.4561111096142,8.63
431,75.16138889002715,14.72861111040379,1.35
432,74.82111110977718,13.64722222031892,10.66
433,77.09138889007974,28.63000000011614,12.83
434,75.89999999999262,31.94166666972774,12.18
435,69.68583333034397,21.946944440364458,17.03
436,80.4000000000729,18.40277778035431,5.27
437,80,29.120555560024513,30.44
438,71.06666666999041,25.475000000456056,47.75
439,73.48527777966109,23.193055559609668,8.88
440,75.68749999959499,32.1458333296447,3.11
441,80.81611111026096,20.958333330197696,7.94
442,74.95305555969728,15.459444440409895,19.1
443,75.70027777968893,14.383888889577838,1.92
444,82.57916666985686,22.00416666996449,10.1
445,75.53333332983044,12.675000000346937,10.5
446,78.90083333019699,21.136388890151043,4.7
447,82.0380555604291,16.699722220096913,2.11
448,76.5750000003374,20.24305556017022,6.4
449,73.5708333302828,19.69500000021834,6.3
450,75.50555556014638,31.534722219610398,7.51
451,83.80361110998574,22.51888888963657,8.15
452,73.29583333040699,21.25416667015819,14.19
453,78.22500000032332,15.31666666994629,12.55
454,79.69166666968731,13.408333329597964,5.1
455,77.26666666991045,29.791666669824405,21.35
456,78.4838888903838,26.368333329566667,2.2
457,75.03472222,32.94444444,3.6
458,77.20916667039039,22.81666666990838,8.28
459,78.88888889046555,17.03611110972844,20.76
460,92.73499999989009,11.671111110117627,3.35
461,78.92805555953065,18.159444439957866,13.55
462,76.99861111015599,30.73916666967758,7.07
463,79.80333332966184,21.7708333297281,7.76
464,78.95277778000866,9.333333332960287,2.05
465,75.0602777804288,23.37694443964087,12.2
466,86.52944444010228,25.891944439602028,4.05
467,72.70833332996017,21.49166667028105,3.54
468,77.62499999971156,8.661111111122025,8.87
469,79.75416666966069,11.491666669738354,2.11
470,79.608333330226,13.187500000380448,4.74
471,78.44388889009565,18.879444439647138,21.2
472,75.37222221984848,13.715277780045007,12.05
473,81.5986111098538,20.859722220033447,2.1
474,75.6166666699912,23.93333332990399,13.45
475,83.13000000028163,25.276666670373842,2.63
476,78.4663888897754,17.368333329679075,5.7
477,74.78527777967268,13.02944443954733,5.15
478,70.03750000045841,21.58861111006197,15.03
479,75.2374999997204,13.510833329991653,6.15
480,72.44999999986855,24.172222220015122,41.55
481,77.62472221958728,30.518888890072734,10.84
482,77.41416666980955,20.985277779824994,35
483,86.13333332967323,26.06666666978988,5.41
484,79.13888889017883,18.088888890058854,15.1
485,78.3513888902486,17.086944439646093,24.25
486,77.31666667030032,21.499999999906283,40
487,71.16666666954215,21.416666670296287,29.42
488,74.27499999976203,16.641666669930366,3.6
489,74.37499999962975,28.64166666991953,61.12
490,86.466666670267,23.795833329741694,14.4
491,79.70472221958127,21.534999999924757,9.29
492,76.35000000045983,12.499999999905535,12.75
493,79.19638889040807,20.409444439801202,8.9
494,81.77250000043453,21.574166669962917,18
495,76.204999999771,14.986666670366528,4.94
496,76.08333332974131,25.9666666697754,29.34
497,75.63444444018647,16.716111110099725,6.02
498,72.3000000002854,23.247222219616845,4.33
499,71.08333332997965,25.77499999969794,21
500,77.77916666965878,11.194444439970082,5.99
501,74.676944440276,23.945833330459923,11.8
502,78.34444444038864,10.033333330213301,7.1
503,73.84444443991885,22.918055560170323,13.8
504,77.61666667030553,8.166666666713871,10.62
505,74.78972221985676,30.3388888897754,13.1
506,77.44361110970232,11.22500000009113,10.5
507,76.53916666999983,19.622222220331953,8
508,81.93166666988846,22.212499999979645,3.53
509,82.36249999991635,17.670833329981225,1.94
510,75.13333333010017,20.266666670229135,17.2
511,92.74611110959465,11.663055559951315,4.84
512,78.42361110969577,10.184166669667587,8.38
513,76.80833333025232,12.775000000320547,14.77
514,76.62750000024847,21.41305555999022,14.47
515,80.14999999961813,19.16666667008174,12.1
516,84.01250000007158,18.713888890234834,9.95
517,73.3924999999272,24.627222219975142,8.45
518,76.79583332978895,30.89999999978152,18.11
519,74.85666667048622,24.486666670243295,22.04
520,82.8166666701894,17.397222219545306,2.05
521,79.55916667018003,23.650000000140952,3.67
522,84.8477777799977,23.533888890092133,7.5
523,81.97361111034404,25.58333333027645,3.16
524,77.33333333029054,20.36666667029532,15
525,72.99999999973178,26.266666669752638,26.19
526,79.56527778021923,16.874999999558423,6.9
527,74.16249999968409,14.769166669792279,1.33
528,75.96666667037806,13.712499999718684,12.08
529,84.2416666700322,24.89166666995635,10.2
530,77.95000000019277,8.650000000284718,4.23
531,75.84444444024157,17.388888890323624,10.58
532,79.38250000017024,18.245277780410312,11.47
533,81.62722221988075,21.615833329965795,49.8
534,79.88500000009212,20.221388890053124,8.9
535,71.65000000030261,21.245833329585135,9.65
536,73.84305556030725,18.75722222024551,9.9
537,77.74305555979802,17.379999999568852,9.57
538,83.1863888903316,23.283888889827256,7.1
539,76.08749999989375,13.955555559617641,7.55
540,77.04999999963893,29.429166669672032,18
541,70.98416667032322,20.880833330380487,16.28
542,69.79583332954009,21.927777779850462,16.05
543,84.6836111103483,22.705000000048514,9.4
544,78.5850000002342,20.54888888996228,8.1
545,78.55555556041644,17.458333329616213,6.85
546,75.58888888975135,31.324999999896644,35.92
547,76.97222222010859,29.76583332997768,16.4
548,86.56388889007303,26.06555556012358,2.64
549,74.9774999995953,24.033333329567323,11.38
550,75.60833332984686,22.12388889016683,9.95
551,84.81750000048253,25.73333333006942,6.1
552,78.10027777989322,12.988611109772112,0.66
553,78.24166666981718,20.358333329788948,6.7
554,85.08611110992263,23.862500000149566,9.11
555,72.67916667017977,24.800000000004168,17.77
556,76.96666667046176,29.00000000021201,8.43
557,74.1197222195995,16.980833330233448,5.7
558,82.03250000031085,21.89527777964725,6.08
559,71.48500000015505,22.4541666703203,5.1
560,76.07361110995714,14.031944439839053,4.15
561,85.46222222046848,24.0155555596769,8.41
562,77.12083332981278,15.854166670290713,6.5
563,74.13333333020265,17.90000000045519,20
564,72.96638888983158,26.321944440187035,22.5
565,79.83972221990163,11.144999999825808,3.91
566,76.08888889041255,25.241666670314828,2.15
567,85.70416667027989,25.458333329643196,4.08
568,72.78555556025766,21.245555560279538,4.16
569,81.79166667019226,20.366666670449753,9.15
570,85.9750000001595,26.007222219923232,6.9
571,80.10694443968929,15.981944439754187,3.14
572,77.7652777802104,21.352777779912294,9
573,75.83138889027268,12.262777779979281,8
574,80.33333333030491,17.59583333029529,8.52
575,74.62083332999393,19.47500000010223,6.7
576,76.03333333044894,18.983333329556785,3.3
577,85.42055555975071,26.44833333037425,4.55
578,86.92083333002138,24.895833329698466,5.1
579,78.4566666703101,17.416666670052965,5.1
580,76.77083332971982,30.454166670329098,2.1
581,87.33333333044673,25.52916666960425,6.1
582,75.49166667035945,14.116666669965285,8.25
583,76.44999999989663,20.416666670427322,12.65
584,75.10499999988241,32.58583333015404,4.48
585,73.15888888987024,20.689166670026644,3.86
586,75.21611111042307,33.74111110977306,19.26
587,80.30027778020114,17.21777777993054,2.9
588,87.51888888977832,25.950833330195128,5.11
589,77.41666944464042,21.433333333017462,5.29
590,84.48305556035736,26.388888889630376,4.01
591,78.84999999961386,9.638888889367323,2.6
592,85.88361111043552,24.846111109961388,6.8
593,77.38750000029277,26.522222220357584,8.35
594,75.27138889006748,13.51805555954855,10.65
595,82.0858333298843,22.843888889697674,9
596,80.84750000044433,17.35166666988051,9.5
597,81.52611110997745,26.975555560023448,7.37
598,79.42805556014397,18.87305556014583,5.68
599,77.43333333037393,12.566666669790227,5.36
600,76.3361111100385,26.745833330201613,34.13
601,82.0486111102748,23.415277779970047,10.85
602,76.08083332990999,13.002499999960918,4.9
603,77.25833333032746,18.258333329716162,11.4
604,78.10944443996868,24.403055559595852,6.44
605,77.74805556043546,21.91472222041932,14.1
606,85.02916666955156,24.787499999714274,7.5
607,73.6833333295314,24.624999999681105,13.65
608,77.60000000022268,26.85833332972866,16.7
609,77.49999999958798,27.703333329972683,3.51
610,81.08361110998057,16.34611111028164,2.28
611,75.19166667027856,20.004166670321474,24
612,75.85000000022892,17.716666669660118,2
613,76.92083332993164,29.502777780256128,33.67
614,82.40500000005942,23.301388890459357,9.1
615,73.15833333002695,20.812500000367525,7.48
616,82.49138888983978,21.652222220188786,2.41
617,72.88055555970855,22.98611111024881,27.05
618,76.4944444404084,28.700000000216523,4.9
619,81.40833333039302,20.683333330271235,5.3
620,81.12500000014545,21.83333333045419,6.19
621,79.03333332952091,21.13333333036417,2.9
622,71.63861111030835,24.61638888976063,8.58
623,82.0108333302404,20.692777779838455,8
624,81.81111111023434,20.98333332987633,1.99
625,83.66138888977918,23.00666666991136,5.1
626,72.82916667011914,21.425000000089423,0.7
627,81.74583333042534,21.049999999695853,7.13
628,76.49361110993226,30.71527777979505,14.1
629,79.8250000000944,12.775000000366088,5.25
630,78.00833332982681,9.554166666956071,6.18
631,75.6583333304415,20.076388890316412,12
632,74.1911111097009,14.997777780128313,5.39
633,70.03749999956064,27.316666669828468,36.05
634,75.08194444044902,12.817222219905915,7.8
635,71.16666667034593,21.43333333046551,20.75
636,77.26083332995734,23.124166669926517,8.78
637,81.14166667005676,26.15138888976597,5.13
638,75.8666666702124,12.24166666973374,9.4
